      278	2019-07-08 07:03:10	109	0	1	0
     1002	2019-07-08 07:08:54	109	0	1	0
      185	2019-07-08 07:13:07	109	0	1	0
      282	2019-07-08 07:16:40	109	0	1	0
      187	2019-07-08 07:17:29	109	0	1	0
      192	2019-07-08 07:20:30	109	0	1	0
      186	2019-07-08 07:24:02	109	0	1	0
     1005	2019-07-08 07:27:37	109	0	1	0
     1012	2019-07-08 07:29:00	109	0	1	0
      277	2019-07-08 07:35:31	109	0	1	0
      177	2019-07-08 07:35:34	109	0	1	0
       92	2019-07-08 07:40:29	109	0	1	0
      188	2019-07-08 07:40:34	109	0	1	0
      193	2019-07-08 07:41:32	109	0	1	0
      186	2019-07-08 12:00:06	109	1	1	0
      282	2019-07-08 12:00:12	109	1	1	0
     1002	2019-07-08 12:00:37	109	1	1	0
      187	2019-07-08 12:00:56	109	1	1	0
      192	2019-07-08 12:01:15	109	1	1	0
      185	2019-07-08 12:01:45	109	1	1	0
      188	2019-07-08 12:04:28	109	1	1	0
       92	2019-07-08 12:09:54	109	1	1	0
     1012	2019-07-08 12:13:06	109	1	1	0
      278	2019-07-08 12:13:45	109	1	1	0
      277	2019-07-08 12:21:38	109	1	1	0
      177	2019-07-08 12:32:01	109	1	1	0
     1002	2019-07-08 12:32:12	109	0	1	0
      192	2019-07-08 12:32:22	109	0	1	0
      188	2019-07-08 12:32:28	109	0	1	0
      277	2019-07-08 12:33:08	109	0	1	0
      185	2019-07-08 12:33:20	109	0	1	0
       92	2019-07-08 12:35:21	109	0	1	0
      177	2019-07-08 12:37:46	109	0	1	0
      187	2019-07-08 12:37:55	109	0	1	0
     1012	2019-07-08 12:43:05	109	0	1	0
      282	2019-07-08 12:48:29	109	0	1	0
      186	2019-07-08 12:51:45	109	0	1	0
      186	2019-07-08 17:00:04	109	1	1	0
      187	2019-07-08 17:00:10	109	1	1	0
      192	2019-07-08 17:00:15	109	1	1	0
      277	2019-07-08 17:00:19	109	1	1	0
      177	2019-07-08 17:00:35	109	1	1	0
      278	2019-07-08 17:00:45	109	1	1	0
       92	2019-07-08 17:01:18	109	1	1	0
      188	2019-07-08 17:01:22	109	1	1	0
     1002	2019-07-08 17:01:42	109	1	1	0
      185	2019-07-08 17:01:57	109	0	1	0
      185	2019-07-08 17:02:05	109	1	1	0
      282	2019-07-08 17:02:13	109	1	1	0
     1012	2019-07-08 17:06:08	109	1	1	0
      507	2019-07-09 06:40:35	109	0	1	0
      278	2019-07-09 07:15:59	109	0	1	0
     1002	2019-07-09 07:20:55	109	0	1	0
      282	2019-07-09 07:22:56	109	0	1	0
      277	2019-07-09 07:37:45	109	0	1	0
      177	2019-07-09 07:37:50	109	0	1	0
      192	2019-07-09 07:38:01	109	0	1	0
      185	2019-07-09 07:38:31	109	0	1	0
      187	2019-07-09 07:50:09	109	0	1	0
     1012	2019-07-09 07:52:02	109	0	1	0
